year,stock,omega,alpha,beta,gamma,nu
2024,AMZN,0.2,0.08,0.7999999999999999,0.15000000000000002,6.0
2024,APH,0.2,0.08,0.75,0.25,6.0
2024,AVGO,0.4,0.08,0.75,0.2,6.0
2024,AXP,0.2,0.08,0.75,0.30000000000000004,5.0
2024,BA,0.2,0.08,0.8499999999999999,0.1,5.0
2024,BAC,0.2,0.04,0.7999999999999999,0.25,6.0
2024,BH,0.4,0.08,0.8499999999999999,0.1,4.0
2024,BLK,0.2,0.04,0.7999999999999999,0.2,7.0
2024,BSX,0.2,0.02,0.8499999999999999,0.2,4.0
2024,BX,0.2,0.06,0.7999999999999999,0.25,5.0
2024,C,0.2,0.06,0.7999999999999999,0.2,7.0
2024,CAT,0.2,0.06,0.8499999999999999,0.1,6.0
2024,CB,0.2,0.08,0.75,0.2,5.0
2024,CME,0.2,0.08,0.7999999999999999,0.1,5.0
2024,CMT,0.8,0.06,0.8999999999999999,0.0,3.0
2024,COP,0.2,0.02,0.8999999999999999,0.1,6.0
2024,COST,0.2,0.08,0.7,0.25,6.0
2024,CRM,0.2,0.02,0.8499999999999999,0.2,5.0
2024,CSCO,0.2,0.04,0.7999999999999999,0.25,4.0
2024,CVX,0.2,0.08,0.7999999999999999,0.15000000000000002,5.0
2024,DE,0.2,0.04,0.8499999999999999,0.15000000000000002,6.0
2024,DHR,0.2,0.04,0.7999999999999999,0.2,5.0
2024,DIS,0.2,0.06,0.7999999999999999,0.2,4.0
2024,ETN,0.2,0.06,0.75,0.30000000000000004,6.0
2024,GE,0.4,0.04,0.8499999999999999,0.15000000000000002,5.0
2024,GILD,0.2,0.08,0.8499999999999999,0.0,5.0
2024,GS,0.2,0.02,0.8499999999999999,0.15000000000000002,7.0
2024,HD,0.2,0.04,0.7999999999999999,0.15000000000000002,5.0
2024,HON,0.2,0.08,0.75,0.2,5.0
2024,IBM,0.2,0.06,0.7999999999999999,0.15000000000000002,4.0
2024,ICE,0.2,0.06,0.7,0.30000000000000004,6.0
2024,INTU,0.2,0.04,0.7999999999999999,0.25,7.0
2024,ISRG,0.2,0.04,0.8499999999999999,0.15000000000000002,5.0
2024,JNJ,0.2,0.08,0.75,0.1,4.0
2024,JPM,0.2,0.06,0.75,0.30000000000000004,6.0
2024,KO,0.2,0.08,0.7,0.25,4.0
2024,LLY,0.4,0.08,0.7999999999999999,0.1,3.0
2024,LMT,0.2,0.04,0.7999999999999999,0.15000000000000002,4.0
2024,LOW,0.4,0.04,0.75,0.25,4.0
2024,MA,0.2,0.04,0.7999999999999999,0.25,6.0
2024,MCD,0.2,0.06,0.75,0.2,4.0
2024,MDT,0.2,0.06,0.75,0.25,5.0
2024,MMC,0.2,0.06,0.7,0.30000000000000004,5.0
2024,MO,0.4,0.08,0.7,0.15000000000000002,5.0
2024,MRK,0.2,0.08,0.7999999999999999,0.1,4.0
2024,MS,0.2,0.02,0.8499999999999999,0.2,6.0
2024,MSFT,0.2,0.06,0.75,0.30000000000000004,8.0
2024,NEE,0.2,0.08,0.75,0.15000000000000002,6.0
2024,NFLX,0.2,0.06,0.8999999999999999,0.05,4.0
2024,NOW,0.4,0.04,0.7999999999999999,0.25,5.0
2024,NVDA,0.8,0.06,0.75,0.25,6.0
2024,ORCL,0.2,0.08,0.75,0.2,4.0
2024,PANW,0.8,0.04,0.6499999999999999,0.30000000000000004,5.0
2024,PEP,0.2,0.08,0.7,0.25,4.0
2024,PFE,0.2,0.08,0.7999999999999999,0.1,4.0
2024,PG,0.2,0.08,0.7,0.15000000000000002,5.0
2024,PGR,0.2,0.02,0.8499999999999999,0.15000000000000002,4.0
2024,PLD,0.2,0.04,0.7999999999999999,0.15000000000000002,9.0
2024,PM,0.2,0.04,0.8499999999999999,0.1,4.0
2024,QCOM,0.6000000000000001,0.06,0.7999999999999999,0.25,3.0
2024,SCHW,0.2,0.04,0.8499999999999999,0.15000000000000002,6.0
2024,SO,0.2,0.06,0.75,0.15000000000000002,7.0
2024,SYK,0.2,0.0,0.7999999999999999,0.30000000000000004,6.0
2024,T,0.2,0.08,0.75,0.15000000000000002,4.0
2024,TJX,0.2,0.04,0.7999999999999999,0.25,6.0
2024,TMO,0.2,0.06,0.7999999999999999,0.15000000000000002,6.0
2024,TSLA,0.8,0.08,0.8499999999999999,0.05,4.0
2024,TXN,0.2,0.02,0.8499999999999999,0.15000000000000002,7.0
2024,UNH,0.2,0.0,0.8499999999999999,0.2,4.0
2024,UNP,0.2,0.02,0.7999999999999999,0.25,5.0
2024,V,0.2,0.02,0.75,0.35000000000000003,6.0
2024,VZ,0.2,0.08,0.7,0.2,4.0
2024,WFC,0.2,0.08,0.7999999999999999,0.2,5.0
2024,WMT,0.2,0.08,0.75,0.15000000000000002,4.0
2024,XOM,0.0,0.06,0.8999999999999999,0.1,9.0
2025,AAPL,0.2,0.04,0.8499999999999999,0.15000000000000002,7.0
2025,ABT,0.2,0.08,0.7999999999999999,0.1,6.0
2025,ACN,0.2,0.04,0.75,0.35000000000000003,6.0
2025,ADBE,0.2,0.08,0.7999999999999999,0.2,6.0
2025,ADI,0.2,0.04,0.8499999999999999,0.15000000000000002,9.0
2025,ADP,0.2,0.06,0.7999999999999999,0.15000000000000002,5.0
2025,AMAT,0.4,0.06,0.8499999999999999,0.1,8.0
2025,AMD,0.6000000000000001,0.06,0.8499999999999999,0.1,5.0
2025,AMGN,0.2,0.08,0.7999999999999999,0.1,4.0
2025,AMT,0.2,0.06,0.7999999999999999,0.15000000000000002,7.0
2025,AMZN,0.2,0.04,0.8499999999999999,0.15000000000000002,6.0
2025,APH,0.2,0.04,0.7999999999999999,0.2,8.0
2025,AVGO,0.2,0.04,0.8499999999999999,0.15000000000000002,8.0
2025,AXP,0.2,0.04,0.7999999999999999,0.30000000000000004,6.0
2025,BA,0.2,0.06,0.8499999999999999,0.15000000000000002,5.0
2025,BAC,0.2,0.0,0.8499999999999999,0.25,6.0
2025,BH,0.6000000000000001,0.08,0.7999999999999999,0.15000000000000002,4.0
2025,BLK,0.2,0.06,0.7999999999999999,0.2,7.0
2025,BSX,0.2,0.02,0.8499999999999999,0.15000000000000002,5.0
2025,BX,0.2,0.04,0.8499999999999999,0.2,5.0
2025,C,0.2,0.02,0.8499999999999999,0.2,6.0
2025,CAT,0.2,0.02,0.8999999999999999,0.1,4.0
2025,CB,0.2,0.08,0.7999999999999999,0.15000000000000002,5.0
2025,CME,0.2,0.08,0.7999999999999999,0.1,6.0
2025,CMT,0.8,0.08,0.8499999999999999,0.1,3.0
2025,COP,0.2,0.04,0.8999999999999999,0.1,6.0
2025,COST,0.2,0.08,0.75,0.2,5.0
2025,CRM,0.2,0.06,0.8499999999999999,0.15000000000000002,5.0
2025,CSCO,0.2,0.06,0.7999999999999999,0.15000000000000002,5.0
2025,CVX,0.2,0.06,0.8499999999999999,0.1,5.0
2025,DE,0.2,0.04,0.8499999999999999,0.15000000000000002,5.0
2025,DHR,0.2,0.02,0.8499999999999999,0.15000000000000002,5.0
2025,DIS,0.2,0.08,0.7999999999999999,0.2,4.0
2025,ETN,0.2,0.04,0.7999999999999999,0.25,7.0
2025,GE,0.6000000000000001,0.04,0.7999999999999999,0.2,5.0
2025,GILD,0.2,0.06,0.8499999999999999,0.05,4.0
2025,GS,0.2,0.02,0.8499999999999999,0.2,6.0
2025,HD,0.2,0.08,0.7999999999999999,0.1,5.0
2025,HON,0.2,0.08,0.7999999999999999,0.1,6.0
2025,IBM,0.2,0.08,0.7999999999999999,0.1,4.0
2025,ICE,0.2,0.08,0.75,0.2,6.0
2025,INTU,0.2,0.02,0.8499999999999999,0.2,8.0
2025,ISRG,0.2,0.0,0.8999999999999999,0.15000000000000002,4.0
2025,JNJ,0.2,0.08,0.75,0.05,5.0
2025,JPM,0.2,0.04,0.7999999999999999,0.25,7.0
2025,KO,0.2,0.08,0.75,0.15000000000000002,4.0
2025,LLY,0.6000000000000001,0.08,0.7,0.1,4.0
2025,LMT,0.2,0.06,0.7999999999999999,0.15000000000000002,4.0
2025,LOW,0.2,0.02,0.8499999999999999,0.15000000000000002,5.0
2025,MA,0.2,0.04,0.7999999999999999,0.25,6.0
2025,MCD,0.2,0.04,0.75,0.2,5.0
2025,MDT,0.2,0.06,0.7999999999999999,0.15000000000000002,5.0
2025,MMC,0.2,0.06,0.75,0.25,5.0
2025,MO,0.2,0.06,0.8499999999999999,0.05,4.0
2025,MRK,0.2,0.08,0.7999999999999999,0.05,4.0
2025,MS,0.2,0.02,0.8499999999999999,0.2,8.0
2025,MSFT,0.2,0.04,0.7999999999999999,0.25,7.0
2025,NEE,0.2,0.08,0.75,0.25,5.0
2025,NFLX,0.2,0.06,0.8999999999999999,0.05,4.0
2025,NOW,0.2,0.0,0.8999999999999999,0.2,5.0
2025,NVDA,0.4,0.06,0.8499999999999999,0.15000000000000002,7.0
2025,ORCL,0.2,0.08,0.7999999999999999,0.15000000000000002,4.0
2025,PANW,0.4,0.0,0.8499999999999999,0.2,4.0
2025,PEP,0.2,0.08,0.7,0.25,4.0
2025,PFE,0.2,0.08,0.7999999999999999,0.1,5.0
2025,PG,0.2,0.08,0.7,0.2,6.0
2025,PGR,0.2,0.02,0.8499999999999999,0.15000000000000002,4.0
2025,PLD,0.2,0.06,0.7999999999999999,0.15000000000000002,8.0
2025,PM,0.2,0.06,0.7999999999999999,0.15000000000000002,5.0
2025,QCOM,0.2,0.04,0.8999999999999999,0.1,4.0
2025,SCHW,0.2,0.0,0.8999999999999999,0.15000000000000002,6.0
2025,SO,0.2,0.06,0.75,0.2,7.0
2025,SYK,0.2,0.06,0.7999999999999999,0.2,6.0
2025,T,0.2,0.08,0.75,0.2,4.0
2025,TJX,0.2,0.06,0.7999999999999999,0.2,7.0
2025,TMO,0.2,0.02,0.8499999999999999,0.15000000000000002,6.0
2025,TSLA,0.4,0.06,0.8999999999999999,0.05,4.0
2025,TXN,0.2,0.06,0.8499999999999999,0.1,8.0
2025,UNH,0.2,0.0,0.8499999999999999,0.2,5.0
2025,UNP,0.2,0.06,0.7999999999999999,0.15000000000000002,6.0
2025,V,0.2,0.02,0.7999999999999999,0.25,6.0
2025,VZ,0.0,0.02,0.9499999999999998,0.1,3.0
2025,WFC,0.0,0.08,0.8999999999999999,0.1,5.0
2025,WMT,0.2,0.08,0.75,0.15000000000000002,4.0
2025,XOM,0.0,0.08,0.8999999999999999,0.1,7.0
